"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","choices","trial_duration","response_ends_trial","number_of_dots","number_of_sets","coherent_direction","coherence","dot_radius","dot_life","move_distance","aperture_width","aperture_height","dot_color","background_color","RDK_type","aperture_type","reinsert_type","frame_rate","frame_rate_array","number_of_frames","sim_score","difficulty","trialType","correct"
"45518","13","text","0","45523","0.0-0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"3423","32","text","1","49953","0.0-0.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"12618","32","text","2","63576","0.0-0.0-2.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","-1","single-stim","3","65589","0.0-1.0","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAABi8AAAQzCAYAAAAbyb8cAAAgAElEQVR4nOzZIY9VBwCE0fkLK8gKPAaHQeJXrMIhXgKEBLcBA8sj4Z/fus20NW1CM73JEceN+Pzk169fBwAAAAAAwP9F1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAOD8vn79ejw8PBwPDw/H4+PjvAcAADi3rAMAAIBze3x8PG5ubo4kR5Lj7u5u3gQAAJxb1gEAAMC5Xa/X4/b21nkBAAD8NlkHAAAA5+a8AAAAfresAwAAgHP7+fPnn86L+/v7eRMAAHBuWQcAAADn8vnz5+NyuRyXy+V4//798e7du6fjIsnx4sWL48OHD0+by+VyfP/+fd4NAACcR9YBAADAubx8+fJPZ8U/8fHjx3k3AABwHlkHAAAA5/L69et/fV58+vRp3g0AAJxH1gEAAMC5vHr1ynkBAAD8p7IOAAAAzuXHjx/Ht2/fnnz58uW4ubl5OirevHnzt826GQAAOJesAwAAgHO7Xq/H7e3t03lxf38/bwIAAM4t6wAAAODc/npe3N3dzZsAAIBzyzoAAAA4t+v1ejx79sx5AQAA/DZZBwAAAOd2vV6P58+fP50Xb9++nTcBAADnlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAAEDLOgAAAAAAAKBlHQAAAAAAANCyDgAAAAAAAGhZBwAAAAAAALSsAwAAAAAAAFrWAQAAAAAAAC3rAAAAAAAAgJZ1AAAAAAAAQMs6AAAAAAAAoGUdAAAAAAAA0LIOAAAAAAAAaFkHAAAAAAAAtKwDAAAAAAAAWtYBAAAAAAAALesAAAAAAACAlnUAAAAAAABAyzoAAAAAAACgZR0AAAAAAADQsg4AAAAAAABoWQcAAAAAAAC0rAMAAAAAAABa1gEAAAAAAAAt6wAAAAAAAICWdQAAAAAAwB/tziEBAAAAAiD/r7b6wEKgA7DyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAPy3lzAAAAY3SURBVAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAK+8AAAAAAADAyjsAAAAAAACw8g4AAAAAAACsvAMAAAAAAAAr7wAAAAAAAMDKOwAAAAAAALDyDgAAAAAAAKy8AwAAAAAAACvvAAAAAAAAwMo7AAAAAAAAsPIOAAAAAAAArLwDAAAAAAAAq/lXzTQEzmdvAAAAAElFTkSuQmCC","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","-1","RDK","4","65811","0.0-2.0","","","200","true","200","1","180","0.8","2","-1","1","600","400","white","gray","3","2","2","16.77166666666623","[18.104999999995925,16.375,16.214999999996508,17.794999999998254,19.330000000001746,12.654999999998836,16.625,16.94999999999709,17.135000000009313,16.220000000001164,16.095000000001164,17.75999999999476]","12","","","",""
"1923","","similarity","5","68745","0.0-3.0","[""<div style = 'height: 537.5px; width: 700px;'></div>"",""<div style = 'height: 537.5px; width: 700px;'></div>""]","","","","","","180","","","","","","","","","","","","","","","0","easy","practice","true"
"665","32","text","6","71415","0.0-4.0","","","","","","","","","","","","","","","","","","","","","","","","",""
