rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,correct,choices,correct_choice,trial_duration,response_ends_trial,number_of_dots,number_of_sets,coherent_direction,coherence,dot_radius,dot_life,move_distance,aperture_width,aperture_height,dot_color,background_color,RDK_type,aperture_type,reinsert_type,frame_rate,frame_rate_array,number_of_frames,
-1,-1,RDK,28,8276,0.0-1.0-27.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.71625,"[17.079999999999927,16.540000000000873,16.56999999999971,16.88000000000102,16.56999999999971,16.804999999998472,16.700000000000728,16.600000000000364,16.68999999999869,16.600000000000364,16.68500000000131,16.87499999999818]",12,
-1,-1,RDK,29,8492,0.0-1.0-28.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.70375,"[17.875,16.049999999999272,16.524999999999636,16.63000000000102,16.639999999999418,16.67500000000109,16.664999999999054,16.790000000000873,16.529999999998836,17.049999999999272,16.30500000000211,16.709999999999127]",12,
-1,-1,RDK,30,8709,0.0-1.0-29.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.67083333,"[16.88500000000022,16.6349999999984,16.610000000000582,16.780000000000655,17.405000000000655,15.934999999997672,16.530000000002474,17.3849999999984,16.145000000000437,16.590000000000146,16.56999999999971,16.579999999999927]",12,
-1,-1,RDK,31,8926,0.0-1.0-30.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.65375,"[16.545000000000073,16.575000000000728,16.674999999999272,16.649999999999636,16.6200000000008,17.56000000000131,15.909999999999854,17.614999999997963,15.770000000000437,16.535000000001673,16.7599999999984,16.6299999999992]",12,
-1,-1,RDK,32,9142,0.0-1.0-31.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.6975,"[17.079999999999927,16.775000000001455,16.625,16.519999999998618,16.704999999999927,16.730000000001382,16.674999999999272,16.785000000001673,16.51000000000022,16.919999999998254,16.460000000000946,16.585000000000946]",12,
-1,-1,RDK,33,9359,0.0-1.0-32.0,FALSE,"a,l",l,200,TRUE,200,1,0,0.5,2,-1,1,600,400,white,gray,3,2,2,16.715,"[17.160000000001673,16.594999999997526,17.090000000000146,17.170000000000073,16.415000000000873,16.894999999998618,15.670000000000073,16.590000000001965,16.799999999999272,16.695000000001528,17.044999999998254,16.455000000001746]",12,
-1,-1,RDK,34,9576,0.0-1.0-33.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.6375,"[16.13500000000022,16.585000000000946,16.904999999998836,16.659999999999854,16.645000000000437,16.514999999999418,16.94000000000051,17.81499999999869,15.450000000000728,16.524999999999636,16.88500000000022,16.590000000000146]",12,
-1,-1,RDK,35,9793,0.0-1.0-34.0,FALSE,"a,l",l,200,TRUE,200,1,0,0.5,2,-1,1,600,400,white,gray,3,2,2,16.68875,"[16.924999999999272,16.61499999999978,17.75,15.670000000000073,16.61999999999898,16.605000000001382,16.73999999999978,16.594999999999345,17.729999999999563,16.13000000000102,16.2549999999992,16.63000000000102]",12,
-1,-1,RDK,36,10009,0.0-1.0-35.0,FALSE,"a,l",l,200,TRUE,200,1,0,0.5,2,-1,1,600,400,white,gray,3,2,2,16.695,"[17.100000000000364,16.43499999999949,16.76000000000022,16.7450000000008,16.670000000000073,17.25,15.964999999998327,16.81500000000233,16.51000000000022,16.744999999997162,16.665000000002692,16.679999999998472]",12,
-1,-1,RDK,37,10226,0.0-1.0-36.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.64833333,"[16.42500000000109,16.610000000000582,16.659999999999854,16.68000000000029,16.899999999999636,16.450000000000728,16.514999999999418,17.030000000000655,16.44999999999891,16.69000000000051,16.919999999998254,16.450000000000728]",12,
-1,-1,RDK,38,10443,0.0-1.0-37.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.69875,"[16.840000000000146,16.795000000000073,17.845000000001164,15.5,16.639999999999418,16.63000000000102,16.645000000000437,16.709999999999127,17.43999999999869,16.18000000000029,17.900000000001455,15.260000000000218]",12,
-1,-1,RDK,39,10659,0.0-1.0-38.0,FALSE,"a,l",l,200,TRUE,200,1,0,0.5,2,-1,1,600,400,white,gray,3,2,2,16.69125,"[16.959999999999127,16.56499999999869,16.704999999999927,16.67000000000189,16.69499999999971,16.76000000000022,16.68000000000029,16.514999999999418,16.80999999999949,16.595000000001164,16.674999999999272,16.665000000000873]",12,
-1,-1,RDK,40,10876,0.0-1.0-39.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.66541667,"[16.715000000000146,16.544999999998254,16.760000000002037,16.7599999999984,16.44000000000051,16.704999999999927,16.7599999999984,17.54500000000189,15.859999999998763,16.580000000001746,19.18499999999949,14.130000000001019]",12,
