"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","choices","correct_choice","trial_duration","response_ends_trial","number_of_dots","number_of_sets","coherent_direction","coherence","dot_radius","dot_life","move_distance","aperture_width","aperture_height","dot_color","background_color","RDK_type","aperture_type","reinsert_type","frame_rate","frame_rate_array","number_of_frames"
"-1","-1","RDK","53","14019","0.0-1.0-52.0","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","18.43999999999978","[17.99999999999818,38.100000000000364,11.600000000000364,16.69999999999891,16.700000000000728,16.700000000000728,16.600000000000364,16.69999999999891,16.700000000000728,16.599999999998545]","10"
"-1","-1","RDK","54","14221","0.0-1.0-53.0","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","16.649999999999938","[17.19999999999891,15.800000000001091,16.69999999999891,16.700000000000728,25.599999999998545,7.5,23.30000000000109,10.100000000000364,16.899999999999636,15.600000000000364,17.600000000000364,16.799999999999272]","12"
"-1","-1","RDK","55","14438","0.0-1.0-54.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","18.218181818181787","[17.200000000000728,33.30000000000109,16.399999999999636,16.799999999999272,16.700000000000728,16.69999999999891,16.600000000000364,16.700000000000728,16.599999999998545,16.700000000000728,16.69999999999891]","11"
"-1","-1","RDK","56","14654","0.0-1.0-55.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","16.69166666666676","[17.299999999999272,16.200000000000728,16.100000000000364,17.19999999999891,16.900000000001455,16.599999999998545,16.700000000000728,16.600000000000364,16.799999999999272,16.600000000000364,16.700000000000728,16.600000000000364]","12"
"-1","-1","RDK","57","14869","0.0-1.0-56.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","18.227272727272727","[17.399999999999636,16.299999999999272,16.600000000000364,16.700000000000728,16.799999999999272,36.5,13.5,16.600000000000364,16.69999999999891,16.700000000000728,16.700000000000728]","11"
"-1","-1","RDK","58","15088","0.0-1.0-57.0","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","18.218181818181787","[25.700000000000728,27.100000000000364,14.199999999998909,16.69999999999891,16.700000000000728,16.700000000000728,15.700000000000728,17.69999999999891,23.600000000000364,8.799999999999272,17.5]","11"
"-1","-1","RDK","59","15305","0.0-1.0-58.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","16.69999999999997","[16.399999999999636,17.299999999999272,16.50000000000182,26.599999999998545,6.600000000000364,16.5,17.099999999998545,16.600000000000364,16.80000000000109,16.69999999999891,16.700000000000728,16.600000000000364]","12"
"-1","-1","RDK","60","15519","0.0-1.0-59.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","18.439999999999962","[17.900000000001455,16.49999999999818,16,17.30000000000109,16.700000000000728,37.19999999999891,12.699999999998909,16.700000000000728,16.700000000000728,16.69999999999891]","10"
"-1","-1","RDK","61","15723","0.0-1.0-60.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","18.181818181818183","[17.399999999999636,15.800000000001091,35.79999999999927,14,16.899999999999636,16.600000000000364,16.700000000000728,16.69999999999891,16.700000000000728,16.700000000000728,16.69999999999891]","11"
"-1","-1","RDK","62","15936","0.0-1.0-61.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","16.70000000000012","[17.5,16.200000000000728,16.600000000000364,15.700000000000728,17.600000000000364,31.299999999999272,1.1999999999989086,17.5,15.900000000001455,17.599999999998545,17.299999999999272,16.00000000000182]","12"
