"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","choices","correct_choice","trial_duration","response_ends_trial","number_of_dots","number_of_sets","coherent_direction","coherence","dot_radius","dot_life","move_distance","aperture_width","aperture_height","dot_color","background_color","RDK_type","aperture_type","reinsert_type","frame_rate","frame_rate_array","number_of_frames"
"2260","13","text","0","2262","0.0-0.0","","","","","","","","","","","","","","","","","","","","","",""
"-1","-1","RDK","1","3488","0.0-1.0-0.0","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","22.24499999999999","[77.49000000000024,9.349999999999909,14.644999999999982,16,17.4699999999998,17.815000000000055,14.335000000000036,15.849999999999909,17.25]","9"
"-1","-1","RDK","2","3707","0.0-1.0-1.0","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","16.687916666666677","[16.664999999999964,16.11999999999989,17.125,16.705000000000382,16.61999999999989,17.309999999999945,30.639999999999873,1.8899999999998727,17.490000000000236,16.070000000000164,16.774999999999636,16.845000000000255]","12"
"-1","-1","RDK","3","3919","0.0-1.0-2.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","16.665833333333353","[17.4699999999998,16.800000000000182,16.579999999999927,16.670000000000073,16.72499999999991,16.63500000000022,16.654999999999745,15.805000000000291,17.3449999999998,16.920000000000073,16.5949999999998,15.790000000000418]","12"
"-1","-1","RDK","4","4139","0.0-1.0-3.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","16.734583333333376","[16.945000000000164,16.66500000000042,15.914999999999964,17.284999999999854,16.954999999999927,17.50500000000011,15.824999999999818,16.640000000000327,16.80999999999949,16.659999999999854,16.039999999999964,17.57000000000062]","12"
"-1","-1","RDK","5","4356","0.0-1.0-4.0","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","18.209999999999955","[16.984999999999673,16.49499999999989,16.050000000000182,17.399999999999636,16.664999999999964,16.19000000000051,36.69499999999971,13.8100000000004,16.67999999999938,16.68000000000029,16.659999999999854]","11"
"-1","-1","RDK","6","4572","0.0-1.0-5.0","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","16.800833333333305","[17.720000000000255,17.11999999999989,16.585000000000036,16.289999999999964,16.979999999999563,16.75,18.13000000000011,15.110000000000582,16.61999999999989,17.024999999999636,16.600000000000364,16.67999999999938]","12"
"-1","-1","RDK","7","4789","0.0-1.0-6.0","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","16.74333333333334","[16.68000000000029,17.204999999999927,15.835000000000036,17.484999999999673,16.73999999999978,16.56500000000051,17.719999999999345,15.915000000000873,16.829999999999927,16.25999999999931,15.99499999999989,17.69000000000051]","12"
"-1","-1","RDK","8","5006","0.0-1.0-7.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","16.695416666666688","[17.545000000000073,16.145000000000437,16.74499999999989,16.69499999999971,16.649999999999636,16.330000000000837,17.11999999999989,16.404999999999745,16.704999999999927,16.645000000000437,16.664999999999964,16.69499999999971]","12"
"-1","-1","RDK","9","5221","0.0-1.0-8.0","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","16.759583333333314","[17.340000000000146,17.174999999999272,18.4350000000004,22.300000000000182,9.199999999999818,16.640000000000327,16.769999999999527,15.56500000000051,17.424999999999272,17.020000000000437,16.659999999999854,16.585000000000036]","12"
"-1","-1","RDK","10","5442","0.0-1.0-9.0","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","18.23272727272731","[17.095000000000255,16.50500000000011,15.804999999999382,17.44500000000062,16.800000000000182,35.54999999999927,15.195000000000618,15.99499999999989,16.859999999999673,16.01000000000022,17.300000000000182]","11"
"-1","-1","RDK","11","5657","0.0-1.0-10.0","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","16.68416666666667","[17.159999999999854,16.42999999999938,16.780000000000655,16.599999999999454,16.6850000000004,16.11999999999989,17.145000000000437,16.639999999999418,16.659999999999854,15.920000000000073,17.425000000000182,16.645000000000437]","12"
"-1","-1","RDK","12","5871","0.0-1.0-11.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","16.714999999999993","[16.6850000000004,17.210000000000036,16.594999999999345,16.4350000000004,16.88000000000011,17.074999999999818,30.80999999999949,1.6300000000001091,17.525000000000546,15.389999999999418,17.735000000000582,16.609999999999673]","12"
"-1","-1","RDK","13","6089","0.0-1.0-12.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","18.235000000000003","[17.324999999999818,16.55500000000029,15.779999999999745,17.210000000000036,16.93000000000029,16.67999999999938,33.67000000000007,17.05500000000029,16.024999999999636,15.985000000000582,17.36999999999989]","11"
"-1","-1","RDK","14","6307","0.0-1.0-13.0","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","16.71458333333332","[22.38000000000011,11.210000000000036,16.899999999999636,16.675000000000182,16.585000000000036,16.01000000000022,17.414999999999964,17.625,16.404999999999745,16.00500000000011,16.74499999999989,16.61999999999989]","12"
