"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","choices","correct_choice","trial_duration","response_ends_trial","number_of_dots","number_of_sets","coherent_direction","coherence","dot_radius","dot_life","move_distance","aperture_width","aperture_height","dot_color","background_color","RDK_type","aperture_type","reinsert_type","frame_rate","frame_rate_array","number_of_frames"
"2319","13","text","0","2320","0.0-0.0","","","","","","","","","","","","","","","","","","","","","",""
"-1","-1","RDK","1","3548","0.0-1.0-0.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","16.674999999999994","[17.999999999999545,15.500000000000455,16.799999999999727,16.500000000000455,15.799999999999727,17.5,16.699999999999818,16.700000000000273,16.299999999999727,17,16.700000000000273,16.59999999999991]","12"
"-1","-1","RDK","2","3765","0.0-1.0-1.0","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","18.199999999999985","[17.59999999999991,15.299999999999727,36.30000000000064,14.199999999999363,16.800000000000637,16.699999999999818,16.699999999999818,16.699999999999818,16.700000000000273,16.59999999999991,16.59999999999991]","11"
"-1","-1","RDK","3","3983","0.0-1.0-2.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","16.62499999999996","[18.600000000000364,14.900000000000091,16.699999999999363,16.600000000000364,16.800000000000182,16.59999999999991,16.699999999999818,16.700000000000273,16.300000000000182,17.099999999999454,16.700000000000273,15.799999999999272]","12"
"-1","-1","RDK","4","4198","0.0-1.0-3.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","18.08181818181819","[20.59999999999991,27,18,16.699999999999818,16.600000000000364,16.800000000000182,16.099999999999454,17.200000000000728,16.600000000000364,16.99999999999909,16.300000000000182]","11"
"-1","-1","RDK","5","4416","0.0-1.0-4.0","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","16.700000000000045","[17.400000000000546,16.099999999999454,16.900000000001455,16.599999999999454,16.600000000000364,25.199999999999818,7.599999999999454,17.300000000000182,16.699999999999818,16,17.300000000000182,16.699999999999818]","12"
"-1","-1","RDK","6","4632","0.0-1.0-5.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","16.700000000000045","[25.100000000000364,9,16.199999999999818,16.5,16.80000000000109,16.69999999999891,16.50000000000091,16.899999999999636,16.600000000000364,16.799999999999272,16.599999999999454,16.700000000000728]","12"
"-1","-1","RDK","7","4848","0.0-1.0-6.0","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","16.69166666666668","[17.300000000000182,16.100000000000364,24.299999999999272,9.100000000000364,16.600000000000364,16.899999999999636,16.600000000000364,16.699999999999818,16.5,16.899999999999636,16.300000000000182,17]","12"
"-1","-1","RDK","8","5065","0.0-1.0-7.0","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","16.691666666666606","[17.5,15.600000000000364,17.099999999998545,15.800000000001091,17.199999999999818,18.199999999999818,15.49999999999909,16.700000000000728,16.699999999999818,16.700000000000728,16.599999999999454,16.699999999999818]","12"
"-1","-1","RDK","9","5281","0.0-1.0-8.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","16.69166666666676","[19.400000000000546,26.800000000000182,3.5,17.100000000000364,16.800000000000182,16.69999999999891,16.200000000000728,17.199999999999818,16.600000000000364,16.699999999999818,16.699999999999818,16.600000000000364]","12"
